Name,Street,District,Region,Status,Working hour,Price range,Rate Average,Review count,Rate Quality,Rate Price,Rate Location,Rate Service,Rate Space,Category
Dimsum Homemade - Há Cảo Đặc Biệt - Nguyễn Gia Trí,"29/12 Nguyễn Gia Trí, P. 25",Quận Bình Thạnh,TP. HCM,Đang mở cửa,10:00 - 22:00,30.000đ - 30.000đ,7.8,11,8.5,8.0,7.6,7.5,7.4,Đồ ăn
Bún Đậu Mạc Văn Khoa - Quốc Lộ 13,"76 Quốc Lộ 13, P. 26",Quận Bình Thạnh,TP. HCM,,09:00 - 21:00,25.000đ - 140.000đ,3.4,9,4.0,3.4,3.3,3.3,3.0,Đồ ăn
Rosy Rán - Nem Chua Hà Nội - Vạn Kiếp,"142 Vạn Kiếp, P. 4",Quận Bình Thạnh,TP. HCM,Đang mở cửa,14:00 - 23:00,30.000đ - 90.000đ,7.2,25,7.8,7.8,7.2,6.9,6.3,Đồ ăn
Vĩnh Ký Mì Gia - Mì Vịt Tiềm & Hoành Thánh - Xô Viết Nghệ Tĩnh,"334B Xô Viết Nghệ Tĩnh, P. 25",Quận Bình Thạnh,TP. HCM,Đang mở cửa,07:00 - 22:00,10.000đ - 50.000đ,8.2,3,10.0,9.0,7.7,7.3,7.0,Đồ ăn
Tài Mập - Cơm Chiên Gà Xối Mỡ - Phan Văn Hân,"31 Phan Văn Hân, P. 19",Quận Bình Thạnh,TP. HCM,,09:00 - 21:30,12.000đ - 45.000đ,10.0,1,10.0,10.0,10.0,10.0,10.0,Đồ ăn
Bún Bò Thái 79 - Lẩu Bò Ớt Xanh - Đinh Tiên Hoàng,"95/53B Đinh Tiên Hoàng, P. 3",Quận Bình Thạnh,TP. HCM,Đang mở cửa,00:01 - 01:00 | 09:00 - 23:59,20.000đ - 45.000đ,6.5,6,7.0,7.0,6.7,6.2,5.8,Đồ ăn
Daiichi - Ramen & Curry - Nguyễn Công Trứ,"113 Nguyễn Công Trứ, P. 19",Quận Bình Thạnh,TP. HCM,Đang mở cửa,06:00 - 14:00 | 17:00 - 22:00,10.000đ - 180.000đ,8.0,6,9.2,7.8,7.8,7.8,7.2,Đồ ăn
"3 Râu - Gà Rán, Pizza & Trà Sữa - Phạm Văn Đồng","416 Phạm Văn Đồng, P. 11",Quận Bình Thạnh,TP. HCM,Đang mở cửa,09:00 - 23:00,20.000đ - 70.000đ,7.6,1,8.0,8.0,8.0,7.0,7.0,Đồ ăn
Bánh Tráng Trộn Gánh Cô Xuân,"152 Phan Văn Hân, P. 17",Quận Bình Thạnh,TP. HCM,Đang mở cửa,12:30 - 22:00,5.000đ - 50.000đ,7.4,1,10.0,8.0,8.0,6.0,5.0,Đồ ăn
Quán Quảng Ngon,"36/55 Nguyễn Gia Trí, P. 25",Quận Bình Thạnh,TP. HCM,,07:00 - 21:00,15.000đ - 25.000đ,7.5,71,7.9,7.8,7.4,7.3,7.2,Đồ ăn
Cơm Tấm Phúc Lộc Thọ - Ung Văn Khiêm,"64 Ung Văn Khiêm, P. 25",Quận Bình Thạnh,TP. HCM,Đang mở cửa,06:00 - 22:00,29.000đ - 129.000đ,6.8,27,6.9,6.9,6.9,6.7,6.4,Đồ ăn
Cơm Gà Đệ Nhất - Ung Văn Khiêm,"64 Ung Văn Khiêm, P. 25",Quận Bình Thạnh,TP. HCM,Đang mở cửa,06:00 - 22:00,30.000đ - 45.000đ,9.0,1,9.0,9.0,9.0,9.0,9.0,Đồ ăn
Gà Nướng Cô Ba - Ung Văn Khiêm,"174 Ung Văn Khiêm, P. 25",Quận Bình Thạnh,TP. HCM,Đang mở cửa,08:30 - 22:00,3.500đ - 189.000đ,8.0,1,8.0,8.0,8.0,8.0,8.0,Đồ ăn
"3 Râu - Gà Rán, Pizza & Trà Sữa - Nơ Trang Long","123 Nơ Trang Long, P. 11",Quận Bình Thạnh,TP. HCM,Đang mở cửa,09:00 - 23:00,20.000đ - 70.000đ,4.3,2,4.5,4.5,4.5,4.0,4.0,Đồ ăn
"Thiện Thành Quán - Cơm Chiên, Mì Xào Giòn & Hủ Tiếu Áp Chảo - Quốc Lộ 13","126 Quốc Lộ 13, P. 26",Quận Bình Thạnh,TP. HCM,Đang mở cửa,07:00 - 22:00,20.000đ - 45.000đ,9.3,7,9.6,9.6,9.4,9.1,9.0,Đồ ăn
Cô Út Bánh Tráng Melbourne In Saigon - Nguyễn Hữu Cảnh,"66 Nguyễn Hữu Cảnh, P. 22",Quận Bình Thạnh,TP. HCM,Đang mở cửa,11:00 - 22:00,20.000đ - 100.000đ,10.0,3,10.0,10.0,10.0,10.0,10.0,Đồ ăn
Bánh Cá Siu Siu - Trường Sa,"6A Trường Sa, P. 17",Quận Bình Thạnh,TP. HCM,,14:00 - 21:00,10.000đ - 100.000đ,9.0,1,10.0,9.0,9.0,9.0,8.0,Đồ ăn
Lala Food Ăn Vặt Sài Gòn - Chân Gà Sả Tắc Siu Cay - Nguyễn Văn Thương,4D6 nguyễn Văn Thương,Quận Bình Thạnh,TP. HCM,Đang mở cửa,09:00 - 22:00,,9.9,7,10.0,10.0,10.0,10.0,9.3,Đồ ăn
Bột Chiên 51,51 Nguyễn Văn Lạc,Quận Bình Thạnh,TP. HCM,Đang mở cửa,14:00 - 22:00,20.000đ - 24.000đ,7.3,30,8.4,7.8,7.4,6.8,6.0,Đồ ăn
"Măm Măm Gia Lai - Bún Cua, Bánh Canh & Bún Thịt Nướng","57/3 Đường D5, P. 25",Quận Bình Thạnh,TP. HCM,,11:00 - 21:30,12.000đ - 28.000đ,6.4,23,6.9,6.7,6.4,6.3,5.8,Đồ ăn
"Tini - Bánh Bột Lọc, Chè Bưởi & Bánh Flan - Shop Online","245/33 C2 Xô Viết Nghệ Tĩnh, P. 17",Quận Bình Thạnh,TP. HCM,Đang mở cửa,09:00 - 22:00,6.000đ - 14.000đ,8.7,17,9.1,8.9,8.7,8.5,8.4,Đồ ăn
Hẻm FastFood - Mì Trộn Trứng Lòng Đào,"77/28 Ngô Tất Tố, P. 21",Quận Bình Thạnh,TP. HCM,Đang mở cửa,18:30 - 23:59,3.000đ - 40.000đ,9.2,1,10.0,10.0,10.0,10.0,6.0,Đồ ăn
KATEE DESSERT - Tiramisu & Bánh Kem - Nguyễn Thượng Hiền,"61/26 Nguyễn Thượng Hiền, P. 5",Quận Bình Thạnh,TP. HCM,,09:00 - 21:00,,10.0,1,10.0,10.0,10.0,10.0,10.0,Đồ ăn
Quí Bùi - Chân Gà Sốt Thái - Bùi Hữu Nghĩa - Shop Online,"282/49/28 Bùi Hữu Nghĩa, P. 2",Quận Bình Thạnh,TP. HCM,Đang mở cửa,10:00 - 23:59,75.000đ - 140.000đ,8.9,6,9.7,9.5,9.3,8.2,8.0,Đồ ăn
Kem Bơ Nàng Zoe - Trường Sa,"92A Trường Sa, P. 17",Quận Bình Thạnh,TP. HCM,Đang mở cửa,09:00 - 22:00,25.000đ - 30.000đ,8.3,31,8.6,8.3,8.3,8.1,7.9,Đồ ăn
Pizza Hut - Xô Viết Nghệ Tĩnh,151 Xô Viết Nghệ Tĩnh,Quận Bình Thạnh,TP. HCM,,10:00 - 21:30,39.000đ - 380.000đ,7.0,109,7.5,7.4,6.9,6.8,6.5,Đồ ăn
Quán Sườn Thái Khổng Lồ Thuỷ Trúc - Chu Văn An,"12E1 Chu Văn An, P. 26",Quận Bình Thạnh,TP. HCM,,15:00 - 22:00,60.000đ - 600.000đ,10.0,1,10.0,10.0,10.0,10.0,10.0,Đồ ăn
Lotteria - Xô Viết Nghệ Tĩnh,"222A Xô Viết Nghệ Tĩnh, P. 21",Quận Bình Thạnh,TP. HCM,Đang mở cửa,09:00 - 23:00,30.000đ - 77.000đ,5.9,49,6.6,6.0,5.8,5.6,5.5,Đồ ăn
Hany Food - Chân Gà Sốt Chua Cay,"60/42 Nguyễn Khuyến, P. 12 ",Quận Bình Thạnh,TP. HCM,,12:00 - 21:00,55.000đ - 65.000đ,7.8,3,8.7,8.3,8.3,7.0,6.7,Đồ ăn
Phá Lấu Bò & Bò Kho Mr Beo - Vạn Kiếp,"54 Vạn Kiếp, P. 3",Quận Bình Thạnh,TP. HCM,Đang mở cửa,11:00 - 23:00,10.000đ - 40.000đ,9.7,3,10.0,10.0,10.0,9.3,9.0,Đồ ăn
Bún Bò Đông Ba Gia Hội - Nơ Trang Long,"151 Nơ Trang Long, P. 11",Quận Bình Thạnh,TP. HCM,Đang mở cửa,00:01 - 23:59,30.000đ - 40.000đ,5.9,2,7.0,6.5,6.0,5.5,4.5,Đồ ăn
O Ny - Chè Thái - Phan Văn Hân,"205/22 Phan Văn Hân, P. 17",Quận Bình Thạnh,TP. HCM,,08:00 - 21:00,15.000đ - 15.000đ,9.0,1,10.0,9.0,9.0,9.0,8.0,Đồ ăn
Mì Quảng 3 Anh Em Chính Gốc - Đường D2,"117 Đường D2, P. 25",Quận Bình Thạnh,TP. HCM,,07:00 - 22:00,20.000đ - 44.000đ,6.5,35,7.4,6.8,6.1,6.1,6.1,Đồ ăn
Bánh Tráng Trộn Cô Sự,"127 Phan Văn Hân, P. 17",Quận Bình Thạnh,TP. HCM,Đang mở cửa,14:00 - 22:30,15.000đ - 40.000đ,8.1,9,8.3,8.3,8.0,8.0,7.8,Đồ ăn
Vạn Quán - Lẩu Gà Lá É - Nguyễn Xí,"123/17B Nguyễn Xí, P. 26",Quận Bình Thạnh,TP. HCM,Đang mở cửa,00:01 - 01:00 | 09:00 - 23:59,15.000đ - 35.000đ,8.1,5,8.4,8.0,8.0,8.0,8.0,Đồ ăn
Cháo Ếch Hàng Xanh - Cháo Ếch Singapore,"188 Vạn Kiếp, P. 3,",Quận Bình Thạnh,TP. HCM,Đang mở cửa,00:01 - 03:00 | 10:00 - 23:59,8.000đ - 60.000đ,8.1,16,8.6,8.4,8.3,7.7,7.3,Đồ ăn
Lotteria - Lê Quang Định,"346B Lê Quang Định, P. 11",Quận Bình Thạnh,TP. HCM,,08:30 - 22:00,18.000đ - 310.000đ,4.5,6,6.0,5.7,4.3,3.3,3.3,Đồ ăn
Mỹ Hạnh - Bún Tôm Rạm,"151 Nguyễn Văn Đậu, P. 5",Quận Bình Thạnh,TP. HCM,,06:30 - 14:00 | 17:00 - 21:30,25.000đ - 45.000đ,7.3,4,7.5,7.5,7.3,7.3,7.0,Đồ ăn
Bún Chả Hà Nội Số 1 Lala - Nguyễn Gia Trí,"40A Nguyễn Gia Trí, P. 25",Quận Bình Thạnh,TP. HCM,Đang mở cửa,07:00 - 22:30,10.000đ - 45.000đ,4.9,6,5.2,5.0,4.8,4.7,4.7,Đồ ăn
Cô Béo - Trứng Gà Lòng Đào & Yaua,"169/4b Bạch Đằng, P. 15",Quận Bình Thạnh,TP. HCM,Đang mở cửa,17:30 - 23:00,6.000đ - 25.000đ,8.2,44,8.8,8.4,8.3,8.3,7.3,Đồ ăn
Thiên Dương - Gà Nướng Muối Ớt - Phan Văn Trị,"322 Phan Văn Trị, P. 11",Quận Bình Thạnh,TP. HCM,Đang mở cửa,13:00 - 23:00,80.000đ - 140.000đ,9.0,3,9.3,9.3,9.0,8.7,8.7,Đồ ăn
Ăn Vặt Béo’S Food - Bánh Đa Trộn Sốt Phô Mai,"Sảnh Lô B, Chung Cư 1050 Phan Chu Trinh, P. 12",Quận Bình Thạnh,TP. HCM,,11:00 - 21:00,15.000đ - 35.000đ,8.4,2,10.0,10.0,9.5,7.5,5.0,Đồ ăn
Hanoi Ngon - Nem Chua Rán Ăn Vặt Chuẩn Hà Nội - Nguyễn Gia Trí,69/1/2 Nguyễn Gia Trí (Đường D2),Quận Bình Thạnh,TP. HCM,,15:30 - 22:00,15.000đ - 350.000đ,7.7,9,8.0,7.9,7.6,7.4,7.4,Đồ ăn
Lotteria - Bạch Đằng,"445 Bạch Đằng, P. 2",Quận Bình Thạnh,TP. HCM,,08:30 - 22:00,30.000đ - 88.000đ,5.3,45,6.5,5.6,5.2,4.8,4.5,Đồ ăn
Hungry Bunny - American Bistro,"1 Nguyễn Cửu Vân, P. 17",Quận Bình Thạnh,TP. HCM,,09:30 - 22:00,80.000đ - 150.000đ,7.9,15,8.2,8.0,8.0,7.9,7.5,Đồ ăn
Bún Đậu Mắm Tôm 277 - Vũ Tùng,"122A Vũ Tùng, P. 2",Quận Bình Thạnh,TP. HCM,,10:00 - 21:00,18.000đ - 38.000đ,9.4,34,9.7,9.5,9.4,9.3,9.3,Đồ ăn
SUSHI NGỌC - Quốc Lộ 13,"68 Quốc Lộ 13, P. 26",Quận Bình Thạnh,TP. HCM,,18:00 - 22:00,12.000đ - 310.000đ,10.0,1,10.0,10.0,10.0,10.0,10.0,Đồ ăn
Sushi & BBQ Miya - Huỳnh Mẫn Đạt,"48A Huỳnh Mẫn Đạt, P. 19",Quận Bình Thạnh,TP. HCM,Đang mở cửa,10:00 - 14:00 | 17:00 - 23:00,35.000đ - 150.000đ,9.4,16,9.8,9.8,9.4,9.3,8.6,Đồ ăn
Ăn Vặt - Há Cảo Hong Kong - Vạn Kiếp,"159 Vạn Kiếp, P. 3",Quận Bình Thạnh,TP. HCM,,15:30 - 22:00,20.000đ - 50.000đ,7.6,111,7.9,7.8,7.7,7.6,6.8,Đồ ăn
Takoyaki Hatachi - Vạn Kiếp,"133 Vạn Kiếp, P. 3",Quận Bình Thạnh,TP. HCM,,16:30 - 21:00,20.000đ - 60.000đ,7.7,12,8.3,8.2,7.9,7.6,6.3,Đồ ăn
Fruit Crush - Trái Cây Tươi & Ăn Vặt - Nguyễn Cửu Vân,"75/35 Nguyễn Cửu Vân, P. 17",Quận Bình Thạnh,TP. HCM,Đang mở cửa,10:00 - 23:00,19.000đ - 79.000đ,7.4,3,8.3,7.7,7.3,7.0,6.7,Đồ ăn
De Italiano's Pizza,"217/A6 Xô Viết Nghệ Tĩnh, P. 17",Quận Bình Thạnh,TP. HCM,Đang mở cửa,00:01 - 02:00 | 15:00 - 23:59,40.000đ - 250.000đ,9.5,30,9.8,9.7,9.7,9.1,9.1,Đồ ăn
Ăn Vặt Sơn Ca - Cá Viên Chiên - Điện Biên Phủ,"361 Điện Biên Phủ, P. 15",Quận Bình Thạnh,TP. HCM,Đang mở cửa,11:00 - 23:00,3.000đ - 20.000đ,7.2,350,7.7,7.5,7.3,6.8,6.5,Đồ ăn
Trung Hiếu - Hột Vịt Lộn - Lê Quang Định,"353 Lê Quang Định, P. 5",Quận Bình Thạnh,TP. HCM,Đang mở cửa,15:00 - 23:00,8.000đ - 25.000đ,5.3,5,7.2,5.6,5.2,5.0,3.4,Đồ ăn
Bún Bò Đông Ba Gia Hội - Nguyễn Hữu Cảnh,"135/39 Nguyễn Hữu Cảnh, P. 22",Quận Bình Thạnh,TP. HCM,Đang mở cửa,00:01 - 23:59,30.000đ - 40.000đ,6.6,7,7.1,6.9,6.6,6.6,6.0,Đồ ăn
Xanh Vegan Vegetarian - Đồ Ăn Thuần Chay,"132/134 Nguyễn Hữu Cảnh, P. 22",Quận Bình Thạnh,TP. HCM,,08:00 - 22:00,42.000đ - 115.000đ,7.5,6,8.3,8.0,7.7,7.2,6.3,Đồ ăn
Tiệm Bánh Cô Lùn - Bông Lan Trứng Muối,"170/42/10  Bùi Đình Túy, P. 12",Quận Bình Thạnh,TP. HCM,,09:00 - 22:00,,9.8,42,10.0,10.0,10.0,9.8,9.3,Đồ ăn
Dodo Pizza - Pizza - 168 Nguyễn Gia Trí,"168 Nguyễn Gia Trí, P. 25",Quận Bình Thạnh,TP. HCM,,10:00 - 22:00,,8.6,2,9.0,9.0,9.0,8.0,8.0,Đồ ăn
Súp Happy - Đường D5,"206 Đường D5, P. 25",Quận Bình Thạnh,TP. HCM,,06:30 - 22:00,20.000đ - 50.000đ,9.7,2,10.0,10.0,10.0,9.5,9.0,Đồ ăn
Bún Đậu 29 - Bún Đậu - Ăn Vặt & Sinh Tố - Điện Biên Phủ,"162P Điện Biên Phủ, P. 17",Quận Bình Thạnh,TP. HCM,,10:00 - 21:00,50.000đ - 300.000đ,4.3,2,6.0,4.0,4.0,4.0,3.5,Đồ ăn
Royal Seafood BT - Súp Bào Ngư Vi Cá & Hải Sâm Đại Bổ,"455 Phạm Văn Đồng, P. 13",Quận Bình Thạnh,TP. HCM,,06:00 - 21:30,150.000đ - 950.000đ,10.0,1,10.0,10.0,10.0,10.0,10.0,Đồ ăn
Bánh Mì Vân Anh - Xô Viết Nghệ Tĩnh,"245A Xô Viết Nghệ Tĩnh, P. 17",Quận Bình Thạnh,TP. HCM,Đang mở cửa,04:30 - 22:30,25.000đ - 40.000đ,5.7,3,6.3,6.3,6.3,5.0,4.7,Đồ ăn
Mến - Bún Chả Cá Sứa Nha Trang - Lê Văn Quới,"132 Lê Văn Quới, P. Bình Hưng Hòa A",Quận Bình Tân,TP. HCM,Đang mở cửa,06:00 - 23:59,20.000đ - 30.000đ,7.5,4,8.3,7.5,7.3,7.3,7.0,Đồ ăn
Nhà Cáo - Cá Viên Chiên & Ăn Vặt - Hồ Học Lãm,"350 Hồ Học Lãm, P. An Lạc",Quận Bình Tân,TP. HCM,,16:00 - 21:30,3.000đ - 99.000đ,9.7,61,9.8,9.8,9.8,9.6,9.4,Đồ ăn
Gà Rán Popeyes - Hương Lộ 2,"756 Hương Lộ 2, P. Bình Trị Đông A",Quận Bình Tân,TP. HCM,,09:00 - 22:00,30.000đ - 80.000đ,6.4,17,6.8,6.5,6.4,6.3,6.2,Đồ ăn
Ốc Tài 2,"484 Lê Văn Quới, P. Bình Hưng Hòa A",Quận Bình Tân,TP. HCM,Đang mở cửa,17:00 - 23:59,30.000đ - 169.000đ,8.0,1,8.0,8.0,8.0,8.0,8.0,Đồ ăn
HỒNG LOAN - MÌ XÀO BÒ - ĐƯỜNG SỐ 24,"116 Đường Số 24, P. Bình Hưng Hòa A",Quận Bình Tân,TP. HCM,Đang mở cửa,08:00 - 23:59,25.000đ - 40.000đ,10.0,1,10.0,10.0,10.0,10.0,10.0,Đồ ăn
Bún Đậu 3 Chị Em - Lê Văn Quới,"291 Lê Văn Quới, P. Bình Trị Đông",Quận Bình Tân,TP. HCM,Đang mở cửa,10:00 - 23:00,25.000đ - 55.000đ,5.9,7,6.7,6.6,5.6,5.6,5.3,Đồ ăn
"3 Râu - Gà Rán, Pizza & Trà Sữa - Mã Lò","404A Mã Lò, P. Bình Hưng Hòa A",Quận Bình Tân,TP. HCM,Đang mở cửa,09:00 - 23:00,12.000đ - 120.000đ,7.3,2,9.0,8.5,6.5,6.5,6.0,Đồ ăn
Chicken Man - Gà Rán Hàn Quốc - Trương Phước Phan - Shop Online,62/3D Trương Phước Phan P. Bình Trị Đông,Quận Bình Tân,TP. HCM,Đang mở cửa,09:00 - 23:59,50.000đ - 500.000đ,9.2,1,10.0,10.0,10.0,8.0,8.0,Đồ ăn
"3 Râu - Gà Rán, Pizza & Trà Sữa - Tỉnh Lộ 10","562 Tỉnh Lộ 10, P. Bình Trị Đông",Quận Bình Tân,TP. HCM,Đang mở cửa,09:00 - 23:59,12.000đ - 120.000đ,7.6,1,8.0,8.0,8.0,7.0,7.0,Đồ ăn
Ăn Vặt Cẩm Linh - Bánh Tráng Muối Nhuyễn & Cơm Cháy Nước Mắm - Gò Xoài,"278/28 Gò Xoài, P. Bình Hưng Hoà A",Quận Bình Tân,TP. HCM,,06:00 - 22:00,15.000đ - 20.000đ,10.0,1,10.0,10.0,10.0,10.0,10.0,Đồ ăn
Bếp Bà Hai - Chân Gà Sả Tắc - Shop Online,"24/13/64 Trương Phước Phan, P. Bình Trị Đông",Quận Bình Tân,TP. HCM,Đang mở cửa,10:00 - 23:00,40.000đ - 150.000đ,9.0,8,9.4,9.4,9.1,8.5,8.4,Đồ ăn
Mì Cay Lutupu - Nguyễn Thị Tú,"293 Nguyễn Thị Tú, P. Bình Hưng Hòa B",Quận Bình Tân,TP. HCM,Đang mở cửa,09:30 - 23:00,15.000đ - 249.000đ,7.1,4,7.5,7.5,7.3,6.8,6.5,Đồ ăn
"3 Râu - Gà Rán, Pizza & Trà Sữa - Lê Trọng Tấn",808 Lê Trọng Tấn,Quận Bình Tân,TP. HCM,Đang mở cửa,09:00 - 23:00,20.000đ - 70.000đ,8.8,2,9.0,9.0,9.0,8.5,8.5,Đồ ăn
Cơm Gà Xối Mỡ A Hỏi - Bình Trị Đông,"168/86/14/30 Bình Trị Đông, P. Bình Trị Đông",Quận Bình Tân,TP. HCM,,09:00 - 17:00,35.000đ - 45.000đ,9.6,5,10.0,9.8,9.8,9.4,9.2,Đồ ăn
Ruby - Yaourt Sữa Tươi & Khô Gà Lá Chanh - Shop Online - Đường Số 5B,"81D Đường Số 5B, P. Bình Hưng Hòa A",Quận Bình Tân,TP. HCM,,09:00 - 21:00,4.000đ - 160.000đ,9.2,1,10.0,10.0,9.0,9.0,8.0,Đồ ăn
SaSin - Mì Cay 7 Cấp Độ Hàn Quốc - Đường 17A,"30 Đường Số 17A, P. Bình Trị Đông B (Đối Diện Aeon Mall Bình Tân)",Quận Bình Tân,TP. HCM,,08:30 - 22:00,30.000đ - 80.000đ,5.2,34,5.9,5.3,5.2,5.1,4.4,Đồ ăn
Cơm Gà Xối Mỡ A Mập - Món Xào & Nước Giải Khát - Trương Phước Phan,"43/4A Trương Phước Phan, P. Bình Trị Đông",Quận Bình Tân,TP. HCM,Đang mở cửa,09:30 - 23:59,30.000đ - 45.000đ,10.0,1,10.0,10.0,10.0,10.0,10.0,Đồ ăn
Ốc Chà Bá,"2 Đường Số 17B, P. An Lạc A",Quận Bình Tân,TP. HCM,Đang mở cửa,16:00 - 23:00,30.000đ - 30.000đ,8.2,1,9.0,8.0,8.0,8.0,8.0,Đồ ăn
Bánh Tráng Trộn Dudu - Bình Tân,"349 Vành Đai Trong, P. Bình Trị Đông B",Quận Bình Tân,TP. HCM,,07:00 - 20:00,25.000đ - 40.000đ,9.7,40,9.7,9.7,9.7,9.7,9.6,Đồ ăn
A Xìn - Chân Gà Rút Xương Ngâm Sả Tắc - Nguyễn Hới - Shop Online,"27 Nguyễn Hới, P. An Lạc",Quận Bình Tân,TP. HCM,Đang mở cửa,08:00 - 22:30,50.000đ - 200.000đ,9.9,210,9.9,9.9,9.9,9.9,9.9,Đồ ăn
"3 Râu - Gà Rán, Pizza & Trà Sữa - 647 Tân Kỳ Tân Quý","647 Tân Kỳ Tân Quý, P. Bình Hưng Hòa A",Quận Bình Tân,TP. HCM,Đang mở cửa,09:00 - 23:00,12.000đ - 120.000đ,7.6,1,8.0,8.0,8.0,7.0,7.0,Đồ ăn
Ốc Cam - Quán Nhậu Bình Dân,"544 Lê Văn Quới, P. Bình Hưng Hòa A",Quận Bình Tân,TP. HCM,Đang mở cửa,00:01 - 04:00 | 16:00 - 23:59,30.000đ - 320.000đ,10.0,1,10.0,10.0,10.0,10.0,10.0,Đồ ăn
Hamburger - Bánh Mì Hà Nội - Đường 26 Tháng 3,"20 Đường 26 Tháng 3, P. Bình Hưng Hòa",Quận Bình Tân,TP. HCM,Đang mở cửa,06:00 - 23:59,10.000đ - 30.000đ,4.2,1,5.0,5.0,5.0,5.0,1.0,Đồ ăn
Bún Bò Gốc Huế Phú Lộc - Lê Trọng Tấn,"672 Lê Trọng Tấn, P. Bình Hưng Hòa",Quận Bình Tân,TP. HCM,Đang mở cửa,00:01 - 23:59,25.000đ - 55.000đ,4.4,13,6.5,5.2,4.3,3.2,3.1,Đồ ăn
Minh Khang - Gà Ác Tiềm Thuốc Bắc & Súp Cua,"67 Đình Tân Khai, P. Bình Trị Đông",Quận Bình Tân,TP. HCM,Đang mở cửa,00:01 - 02:00 | 10:00 - 23:59,15.000đ - 50.000đ,9.8,1,10.0,10.0,10.0,10.0,9.0,Đồ ăn
Mến - Bún Chả Cá Sứa Nha Trang - Lê Văn Quới,"132 Lê Văn Quới, P. Bình Hưng Hòa A",Quận Bình Tân,TP. HCM,Đang mở cửa,06:00 - 23:59,20.000đ - 30.000đ,7.5,4,8.3,7.5,7.3,7.3,7.0,Đồ ăn
Nhà Cáo - Cá Viên Chiên & Ăn Vặt - Hồ Học Lãm,"350 Hồ Học Lãm, P. An Lạc",Quận Bình Tân,TP. HCM,,16:00 - 21:30,3.000đ - 99.000đ,9.7,61,9.8,9.8,9.8,9.6,9.4,Đồ ăn
Gà Rán Popeyes - Hương Lộ 2,"756 Hương Lộ 2, P. Bình Trị Đông A",Quận Bình Tân,TP. HCM,,09:00 - 22:00,30.000đ - 80.000đ,6.4,17,6.8,6.5,6.4,6.3,6.2,Đồ ăn
Ốc Tài 2,"484 Lê Văn Quới, P. Bình Hưng Hòa A",Quận Bình Tân,TP. HCM,Đang mở cửa,17:00 - 23:59,30.000đ - 169.000đ,8.0,1,8.0,8.0,8.0,8.0,8.0,Đồ ăn
HỒNG LOAN - MÌ XÀO BÒ - ĐƯỜNG SỐ 24,"116 Đường Số 24, P. Bình Hưng Hòa A",Quận Bình Tân,TP. HCM,Đang mở cửa,08:00 - 23:59,25.000đ - 40.000đ,10.0,1,10.0,10.0,10.0,10.0,10.0,Đồ ăn
Bún Đậu 3 Chị Em - Lê Văn Quới,"291 Lê Văn Quới, P. Bình Trị Đông",Quận Bình Tân,TP. HCM,Đang mở cửa,10:00 - 23:00,25.000đ - 55.000đ,5.9,7,6.7,6.6,5.6,5.6,5.3,Đồ ăn
"3 Râu - Gà Rán, Pizza & Trà Sữa - Mã Lò","404A Mã Lò, P. Bình Hưng Hòa A",Quận Bình Tân,TP. HCM,Đang mở cửa,09:00 - 23:00,12.000đ - 120.000đ,7.3,2,9.0,8.5,6.5,6.5,6.0,Đồ ăn
Chicken Man - Gà Rán Hàn Quốc - Trương Phước Phan - Shop Online,62/3D Trương Phước Phan P. Bình Trị Đông,Quận Bình Tân,TP. HCM,Đang mở cửa,09:00 - 23:59,50.000đ - 500.000đ,9.2,1,10.0,10.0,10.0,8.0,8.0,Đồ ăn
"3 Râu - Gà Rán, Pizza & Trà Sữa - Tỉnh Lộ 10","562 Tỉnh Lộ 10, P. Bình Trị Đông",Quận Bình Tân,TP. HCM,Đang mở cửa,09:00 - 23:59,12.000đ - 120.000đ,7.6,1,8.0,8.0,8.0,7.0,7.0,Đồ ăn
Ăn Vặt Cẩm Linh - Bánh Tráng Muối Nhuyễn & Cơm Cháy Nước Mắm - Gò Xoài,"278/28 Gò Xoài, P. Bình Hưng Hoà A",Quận Bình Tân,TP. HCM,,06:00 - 22:00,15.000đ - 20.000đ,10.0,1,10.0,10.0,10.0,10.0,10.0,Đồ ăn
Bếp Bà Hai - Chân Gà Sả Tắc - Shop Online,"24/13/64 Trương Phước Phan, P. Bình Trị Đông",Quận Bình Tân,TP. HCM,Đang mở cửa,10:00 - 23:00,40.000đ - 150.000đ,9.0,8,9.4,9.4,9.1,8.5,8.4,Đồ ăn
Mì Cay Lutupu - Nguyễn Thị Tú,"293 Nguyễn Thị Tú, P. Bình Hưng Hòa B",Quận Bình Tân,TP. HCM,Đang mở cửa,09:30 - 23:00,15.000đ - 249.000đ,7.1,4,7.5,7.5,7.3,6.8,6.5,Đồ ăn
"3 Râu - Gà Rán, Pizza & Trà Sữa - Lê Trọng Tấn",808 Lê Trọng Tấn,Quận Bình Tân,TP. HCM,Đang mở cửa,09:00 - 23:00,20.000đ - 70.000đ,8.8,2,9.0,9.0,9.0,8.5,8.5,Đồ ăn
Cơm Gà Xối Mỡ A Hỏi - Bình Trị Đông,"168/86/14/30 Bình Trị Đông, P. Bình Trị Đông",Quận Bình Tân,TP. HCM,,09:00 - 17:00,35.000đ - 45.000đ,9.6,5,10.0,9.8,9.8,9.4,9.2,Đồ ăn
